TradeType,DistrictOfficeCode,DistrictOfficeName,CountryOfOrigin,CountryOfOriginName,CountryOfDestination,CountryOfDestinationName,Tariff,StatisticalUnit,TransportCode,TransportCodeDescription,YearMonth,CalendarYear,Section,SectionAndDescription,Chapter,ChapterAndDescription,TariffAndDescription,StatisticalQuantity,CustomsValue,WorldRegion
Imports,DBN,Durban,CL,Chile,ZA,South Africa,02072700,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072700 - Cuts And Offal, Frozen",24000,325197,AMERICA
Imports,DBN,Durban,BE,Belgium,ZA,South Africa,02032910,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,77644.11,2631160,EUROPE
Imports,DBN,Durban,DK,Denmark,ZA,South Africa,02071423,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071423 - Feet,19815,186794,EUROPE
Imports,DBN,Durban,GB,United Kingdom,ZA,South Africa,02062200,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02062200 - Livers,74405.28,683011,EUROPE
Imports,DBN,Durban,FR,France,ZA,South Africa,02032910,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,201009.98,8295998,EUROPE
Imports,DBN,Durban,ES,Spain,ZA,South Africa,02071493,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071493 - Leg quarters,521640,7971140,EUROPE
Imports,DBN,Durban,ES,Spain,ZA,South Africa,02071423,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071423 - Feet,124633,1263326,EUROPE
Imports,DBN,Durban,ES,Spain,ZA,South Africa,02032990,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02032990 - Other,72580,1719883,EUROPE
Imports,DBN,Durban,ES,Spain,ZA,South Africa,02064900,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02064900 - Other,74953,427923,EUROPE
Imports,DBN,Durban,CA,Canada,ZA,South Africa,02032990,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02032990 - Other,126982.28,4258542,AMERICA
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02071499,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071499 - Other,267830,1847829,AMERICA
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02071210,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071210 - Mechanically deboned meat,10364926,45054737,AMERICA
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02062200,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02062200 - Livers,27000,144536,AMERICA
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02071423,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071423 - Feet,137340,891176,AMERICA
Imports,DBN,Durban,BE,Belgium,ZA,South Africa,02091000,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02091000 - Of Pigs,25827,141485,EUROPE
Imports,DBN,Durban,BE,Belgium,ZA,South Africa,02071495,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071495 - Wings,110000,1995491,EUROPE
Imports,DBN,Durban,BE,Belgium,ZA,South Africa,02071210,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071210 - Mechanically deboned meat,26000,160334,EUROPE
Imports,CTN,Cape Town,IE,Ireland,ZA,South Africa,02071421,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071421 - Livers,125000,639167,EUROPE
Imports,CTN,Cape Town,HU,Hungary,ZA,South Africa,02032910,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,67166.42,2138947,EUROPE
Imports,DBN,Durban,AU,Australia,ZA,South Africa,02022090,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02022090 - Other,22163.8,166693,OCEANIA
Imports,DBN,Durban,AR,Argentina,ZA,South Africa,02109990,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02109990 - Other,1000,130024,AMERICA
Imports,DBN,Durban,AU,Australia,ZA,South Africa,02062900,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02062900 - Other,153055.28,1728498,OCEANIA
Imports,DBN,Durban,AU,Australia,ZA,South Africa,02044300,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02044300 - Boneless,24996.8,1486420,OCEANIA
Imports,CTN,Cape Town,DE,Germany,ZA,South Africa,02064900,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02064900 - Other,166944.9,1394943,EUROPE
Imports,CTN,Cape Town,DE,Germany,ZA,South Africa,02032200,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,"02032200 - Hams, Shoulders And Cuts Thereof, With Bone In",50486,1356739,EUROPE
Imports,CTN,Cape Town,DE,Germany,ZA,South Africa,02032910,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,224664.93,7363997,EUROPE
Imports,DBN,Durban,AR,Argentina,ZA,South Africa,02062900,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02062900 - Other,105999.74,5036676,AMERICA
Imports,CTN,Cape Town,FR,France,ZA,South Africa,02071498,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071498 - Drumsticks,25000,385131,EUROPE
Imports,CTN,Cape Town,DK,Denmark,ZA,South Africa,02071493,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071493 - Leg quarters,384200,6022247,EUROPE
Imports,CTN,Cape Town,HU,Hungary,ZA,South Africa,02071220,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,"02071220 - Carcasses (excluding necks and offal) with all cuts (e.g. thighs, wings, legs and breasts) removed",48000,193882,EUROPE
Imports,CTN,Cape Town,NZ,New Zealand,ZA,South Africa,02062200,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02062200 - Livers,10246.8,105878,OCEANIA
Imports,CTN,Cape Town,ES,Spain,ZA,South Africa,02032200,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,"02032200 - Hams, Shoulders And Cuts Thereof, With Bone In",25197,754665,EUROPE
Imports,CTN,Cape Town,NZ,New Zealand,ZA,South Africa,02069000,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,"02069000 - Other, Frozen",131598.93,1515484,OCEANIA
Imports,DBN,Durban,BE,Belgium,ZA,South Africa,02071497,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071497 - Thighs,56000,873588,EUROPE
Imports,CTN,Cape Town,DE,Germany,ZA,South Africa,02032990,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02032990 - Other,49634.3,1198384,EUROPE
Imports,DBN,Durban,AU,Australia,ZA,South Africa,02069000,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,"02069000 - Other, Frozen",910,5845,OCEANIA
Imports,CTN,Cape Town,HU,Hungary,ZA,South Africa,02071423,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071423 - Feet,6223.55,95131,EUROPE
Imports,CTN,Cape Town,HU,Hungary,ZA,South Africa,02071493,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071493 - Leg quarters,23460,383015,EUROPE
Imports,CTN,Cape Town,IE,Ireland,ZA,South Africa,02071493,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071493 - Leg quarters,152800,2480003,EUROPE
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02071493,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071493 - Leg quarters,1468560,17759670,AMERICA
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02072700,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072700 - Cuts And Offal, Frozen",1178750,21736390,AMERICA
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02071415,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071415 - Other,55008,1357354,AMERICA
Imports,DBN,Durban,BE,Belgium,ZA,South Africa,02071493,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071493 - Leg quarters,985700,15878979,EUROPE
Imports,CTN,Cape Town,FR,France,ZA,South Africa,02064900,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02064900 - Other,24999.99,158230,EUROPE
Imports,CTN,Cape Town,FR,France,ZA,South Africa,02071493,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071493 - Leg quarters,534999.98,8260067,EUROPE
Imports,CTN,Cape Town,FR,France,ZA,South Africa,02071497,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071497 - Thighs,6000,90987,EUROPE
Imports,CTN,Cape Town,GB,United Kingdom,ZA,South Africa,02032910,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,25000,934858,EUROPE
Imports,DBN,Durban,AU,Australia,ZA,South Africa,02044200,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02044200 - Other Cuts With Bone In,75775.24,1722662,OCEANIA
Imports,DBN,Durban,AR,Argentina,ZA,South Africa,02071497,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071497 - Thighs,75000,842986,AMERICA
Imports,DBN,Durban,AR,Argentina,ZA,South Africa,02071499,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071499 - Other,427000,4126701,AMERICA
Imports,DBN,Durban,AR,Argentina,ZA,South Africa,02071210,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071210 - Mechanically deboned meat,25950,127582,AMERICA
Imports,DBN,Durban,AR,Argentina,ZA,South Africa,02071423,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071423 - Feet,77760,740089,AMERICA
Imports,CTN,Cape Town,ES,Spain,ZA,South Africa,02071495,KG,01,Maritime,201502,2015,1,1 - Live animals,02,02 - Meat and edible meat offal,02071495 - Wings,99200,1345180,EUROPE
