TradeType,DistrictOfficeCode,DistrictOfficeName,CountryOfOrigin,CountryOfOriginName,CountryOfDestination,CountryOfDestinationName,Tariff,StatisticalUnit,TransportCode,TransportCodeDescription,YearMonth,CalendarYear,Section,SectionAndDescription,Chapter,ChapterAndDescription,TariffAndDescription,StatisticalQuantity,CustomsValue,WorldRegion
Imports,CTN,Cape Town,AU,Australia,ZA,South Africa,02044300,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02044300 - Boneless,18018,249616,OCEANIA
Imports,CTN,Cape Town,AU,Australia,ZA,South Africa,02062100,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02062100 - Tongues,75425.6,914960,OCEANIA
Imports,CTN,Cape Town,BE,Belgium,ZA,South Africa,02064900,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02064900 - Other,133685.76,1747738,EUROPE
Imports,CTN,Cape Town,BE,Belgium,ZA,South Africa,02032910,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,26460,402790,EUROPE
Imports,CTN,Cape Town,BE,Belgium,ZA,South Africa,02071493,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02071493 - Leg quarters,524100,8146755,EUROPE
Imports,CTN,Cape Town,BE,Belgium,ZA,South Africa,02032200,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,"02032200 - Hams, Shoulders And Cuts Thereof, With Bone In",50105.49,1513000,EUROPE
Imports,CTN,Cape Town,BR,Brazil,ZA,South Africa,02071429,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02071429 - Other,51000,250022,AMERICA
Imports,CTN,Cape Town,BR,Brazil,ZA,South Africa,02071495,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02071495 - Wings,27000,297330,AMERICA
Imports,DBN,Durban,GB,United Kingdom,ZA,South Africa,02071495,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02071495 - Wings,409220,5883206,EUROPE
Imports,DBN,Durban,HU,Hungary,ZA,South Africa,02071423,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02071423 - Feet,123230,444143,EUROPE
Imports,DBN,Durban,HU,Hungary,ZA,South Africa,02072700,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072700 - Cuts And Offal, Frozen",24060,1975595,EUROPE
Imports,DBN,Durban,HU,Hungary,ZA,South Africa,02071495,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02071495 - Wings,99058,1316874,EUROPE
Imports,DBN,Durban,IE,Ireland,ZA,South Africa,02071423,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02071423 - Feet,276900,1420720,EUROPE
Imports,DBN,Durban,IE,Ireland,ZA,South Africa,02072700,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072700 - Cuts And Offal, Frozen",25000,349953,EUROPE
Imports,CTN,Cape Town,BE,Belgium,ZA,South Africa,02071497,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02071497 - Thighs,83000,1221784,EUROPE
Imports,CTN,Cape Town,AU,Australia,ZA,South Africa,02044200,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02044200 - Other Cuts With Bone In,92259.17,1722046,OCEANIA
Imports,CTN,Cape Town,BR,Brazil,ZA,South Africa,02071493,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02071493 - Leg quarters,577770,5595665,AMERICA
Imports,CTN,Cape Town,CA,Canada,ZA,South Africa,02032990,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02032990 - Other,27011.04,899532,AMERICA
Imports,CTN,Cape Town,DE,Germany,ZA,South Africa,02032910,KG,01,Maritime,201601,2016,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,106020,3679029,EUROPE
