TradeType,DistrictOfficeCode,DistrictOfficeName,CountryOfOrigin,CountryOfOriginName,CountryOfDestination,CountryOfDestinationName,Tariff,StatisticalUnit,TransportCode,TransportCodeDescription,YearMonth,CalendarYear,Section,SectionAndDescription,Chapter,ChapterAndDescription,TariffAndDescription,StatisticalQuantity,CustomsValue,WorldRegion
Imports,CTN,Cape Town,BR,Brazil,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,78000,1073728,AMERICA
Imports,CTN,Cape Town,BR,Brazil,ZA,South Africa,02072500,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072500 - Not Cut In Pieces, Frozen",170534.19,5309016,AMERICA
Imports,CTN,Cape Town,CA,Canada,ZA,South Africa,02072700,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072700 - Cuts And Offal, Frozen",102990,1412334,AMERICA
Imports,CTN,Cape Town,ES,Spain,ZA,South Africa,02032910,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,25000,637175,EUROPE
Imports,DBN,Durban,AU,Australia,ZA,South Africa,02022000,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02022000 - Other Cuts With Bone In,50072.4,382735,OCEANIA
Imports,CTN,Cape Town,CN,China,ZA,South Africa,02072500,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072500 - Not Cut In Pieces, Frozen",20134.68,541786,ASIA
Imports,CTN,Cape Town,NL,Netherlands,ZA,South Africa,02071220,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02071220 - Carcasses (excluding necks and offal) with all cuts (e.g. thighs, wings, legs and breasts) removed",81000,513767,EUROPE
Imports,DBN,Durban,BE,Belgium,ZA,South Africa,02072700,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072700 - Cuts And Offal, Frozen",18384.95,259817,EUROPE
Imports,CTN,Cape Town,NZ,New Zealand,ZA,South Africa,02062100,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02062100 - Tongues,18006.4,170223,OCEANIA
Imports,DBN,Durban,BE,Belgium,ZA,South Africa,02032910,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,199447.77,4980521,EUROPE
Imports,CTN,Cape Town,GB,United Kingdom,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,198000,3048225,EUROPE
Imports,CTN,Cape Town,NZ,New Zealand,ZA,South Africa,02044200,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02044200 - Other Cuts With Bone In,55435.28,530330,OCEANIA
Imports,CTN,Cape Town,NZ,New Zealand,ZA,South Africa,02062900,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02062900 - Other,90805.34,685617,OCEANIA
Imports,DBN,Durban,GB,United Kingdom,ZA,South Africa,02071220,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02071220 - Carcasses (excluding necks and offal) with all cuts (e.g. thighs, wings, legs and breasts) removed",179265,1044087,EUROPE
Imports,DBN,Durban,GB,United Kingdom,ZA,South Africa,02062200,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02062200 - Livers,148990.52,925063,EUROPE
Imports,DBN,Durban,GB,United Kingdom,ZA,South Africa,02071210,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071210 - Mechanically deboned meat,252040,1852244,EUROPE
Imports,CTN,Cape Town,NL,Netherlands,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,3079970,46730619,EUROPE
Imports,CTN,Cape Town,NL,Netherlands,ZA,South Africa,02071210,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071210 - Mechanically deboned meat,84325.5,571282,EUROPE
Imports,CTN,Cape Town,NZ,New Zealand,ZA,South Africa,02069000,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02069000 - Other, Frozen",69193.2,966980,OCEANIA
Imports,CTN,Cape Town,DE,Germany,ZA,South Africa,02071220,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02071220 - Carcasses (excluding necks and offal) with all cuts (e.g. thighs, wings, legs and breasts) removed",21744,380549,EUROPE
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02071290,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071290 - Other,542519.5,6831023,AMERICA
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,1274235,19006175,AMERICA
Imports,DBN,Durban,AR,Argentina,ZA,South Africa,02071410,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071410 - Boneless cuts,130800,359669,AMERICA
Imports,CTN,Cape Town,US,United States,ZA,South Africa,02072700,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072700 - Cuts And Offal, Frozen",53252.29,1338136,AMERICA
Imports,DBN,Durban,AU,Australia,ZA,South Africa,02062900,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02062900 - Other,472684.12,5236793,OCEANIA
Imports,DBN,Durban,AR,Argentina,ZA,South Africa,02071210,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071210 - Mechanically deboned meat,511400,2042099,AMERICA
Imports,CTN,Cape Town,CA,Canada,ZA,South Africa,02071410,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071410 - Boneless cuts,27000,86316,AMERICA
Imports,DBN,Durban,IE,Ireland,ZA,South Africa,02071420,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071420 - Offal,169400,1101872,EUROPE
Imports,DBN,Durban,AR,Argentina,ZA,South Africa,02071220,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02071220 - Carcasses (excluding necks and offal) with all cuts (e.g. thighs, wings, legs and breasts) removed",1073692,4510028,AMERICA
Imports,DBN,Durban,AR,Argentina,ZA,South Africa,02072700,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072700 - Cuts And Offal, Frozen",23760,107100,AMERICA
Imports,CTN,Cape Town,US,United States,ZA,South Africa,02072500,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072500 - Not Cut In Pieces, Frozen",65633.12,1915923,AMERICA
Imports,DBN,Durban,DE,Germany,ZA,South Africa,02071420,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071420 - Offal,69000,467307,EUROPE
Imports,CTN,Cape Town,ES,Spain,ZA,South Africa,02091000,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02091000 - Of Pigs,25015,166024,EUROPE
Imports,DBN,Durban,FR,France,ZA,South Africa,02071420,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071420 - Offal,133530,1143508,EUROPE
Imports,DBN,Durban,GB,United Kingdom,ZA,South Africa,02071410,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071410 - Boneless cuts,50010,1069860,EUROPE
Imports,DBN,Durban,GB,United Kingdom,ZA,South Africa,02071420,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071420 - Offal,153086,961527,EUROPE
Imports,DBN,Durban,GB,United Kingdom,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,3335066,49813499,EUROPE
Imports,DBN,Durban,AR,Argentina,ZA,South Africa,02062900,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02062900 - Other,51691.77,2371364,AMERICA
Imports,DBN,Durban,AU,Australia,ZA,South Africa,02044200,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02044200 - Other Cuts With Bone In,100051.02,841594,OCEANIA
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02072700,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072700 - Cuts And Offal, Frozen",2137945,31420541,AMERICA
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02072500,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072500 - Not Cut In Pieces, Frozen",228039.08,8199030,AMERICA
Imports,CTN,Cape Town,BR,Brazil,ZA,South Africa,02071210,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071210 - Mechanically deboned meat,1875741,7263464,AMERICA
Imports,DBN,Durban,BE,Belgium,ZA,South Africa,02091000,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02091000 - Of Pigs,25017.5,193396,EUROPE
Imports,DBN,Durban,AU,Australia,ZA,South Africa,02062200,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02062200 - Livers,506601.44,3488068,OCEANIA
Imports,CTN,Cape Town,DE,Germany,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,1037150,14750128,EUROPE
Imports,DBN,Durban,AU,Australia,ZA,South Africa,02069000,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02069000 - Other, Frozen",10286.7,135350,OCEANIA
Imports,DBN,Durban,CA,Canada,ZA,South Africa,02071420,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071420 - Offal,50000,103988,AMERICA
Imports,DBN,Durban,HU,Hungary,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,25008,308952,EUROPE
Imports,DBN,Durban,DE,Germany,ZA,South Africa,02072700,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072700 - Cuts And Offal, Frozen",27000,199157,EUROPE
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02071210,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071210 - Mechanically deboned meat,7181711,31548023,AMERICA
Imports,DBN,Durban,DE,Germany,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,840220,13140404,EUROPE
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02071410,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071410 - Boneless cuts,628175,15757827,AMERICA
Imports,DBN,Durban,IE,Ireland,ZA,South Africa,02062200,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02062200 - Livers,51028.02,400477,EUROPE
Imports,DBN,Durban,BR,Brazil,ZA,South Africa,02071420,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071420 - Offal,769062,5221868,AMERICA
Imports,CTN,Cape Town,IT,Italy,ZA,South Africa,02101900,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02101900 - Other,500.8,69662,EUROPE
Imports,DBN,Durban,CA,Canada,ZA,South Africa,02072700,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072700 - Cuts And Offal, Frozen",339955,3907185,AMERICA
Imports,DBN,Durban,DK,Denmark,ZA,South Africa,02071420,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071420 - Offal,314900,2705560,EUROPE
Imports,DBN,Durban,DE,Germany,ZA,South Africa,02071220,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02071220 - Carcasses (excluding necks and offal) with all cuts (e.g. thighs, wings, legs and breasts) removed",72000,348654,EUROPE
Imports,DBN,Durban,ES,Spain,ZA,South Africa,02032910,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,50000,1237975,EUROPE
Imports,DBN,Durban,DE,Germany,ZA,South Africa,02032910,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,74997.5,2673263,EUROPE
Imports,DBN,Durban,FR,France,ZA,South Africa,02032910,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,143860,4929439,EUROPE
Imports,DBN,Durban,GB,United Kingdom,ZA,South Africa,02064900,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02064900 - Other,24700,190449,EUROPE
Imports,DBN,Durban,DK,Denmark,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,173072,2215880,EUROPE
Imports,DBN,Durban,ES,Spain,ZA,South Africa,02071420,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071420 - Offal,129000,1439424,EUROPE
Imports,DBN,Durban,DK,Denmark,ZA,South Africa,02032910,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,27000,695990,EUROPE
Imports,DBN,Durban,HU,Hungary,ZA,South Africa,02071420,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071420 - Offal,222810,1681116,EUROPE
Imports,DBN,Durban,HU,Hungary,ZA,South Africa,02032910,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,50450,1362945,EUROPE
Imports,DBN,Durban,NZ,New Zealand,ZA,South Africa,02062900,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02062900 - Other,244670.5,2424794,OCEANIA
Imports,DBN,Durban,IE,Ireland,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,191040,2691035,EUROPE
Imports,DBN,Durban,NZ,New Zealand,ZA,South Africa,02069000,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02069000 - Other, Frozen",37006.2,422347,OCEANIA
Imports,DBN,Durban,NL,Netherlands,ZA,South Africa,02071210,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071210 - Mechanically deboned meat,1933823.5,13528375,EUROPE
Imports,DBN,Durban,NL,Netherlands,ZA,South Africa,02071220,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02071220 - Carcasses (excluding necks and offal) with all cuts (e.g. thighs, wings, legs and breasts) removed",351000,1939585,EUROPE
Imports,DBN,Durban,NL,Netherlands,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,3154592,49217898,EUROPE
Imports,DBN,Durban,NZ,New Zealand,ZA,South Africa,02062200,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02062200 - Livers,125773.64,782453,OCEANIA
Imports,DBN,Durban,NZ,New Zealand,ZA,South Africa,02022000,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02022000 - Other Cuts With Bone In,23737.9,435366,OCEANIA
Imports,DBN,Durban,UY,Uruguay,ZA,South Africa,02023000,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02023000 - Boneless,245951.15,6493898,AMERICA
Imports,DBN,Durban,US,United States,ZA,South Africa,02072700,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072700 - Cuts And Offal, Frozen",320638.73,3131460,AMERICA
Imports,DFM,Cape Town Int Airport,BR,Brazil,ZA,South Africa,02072500,KG,04,Air,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02072500 - Not Cut In Pieces, Frozen",63.57,1371,AMERICA
Imports,DBN,Durban,US,United States,ZA,South Africa,02071420,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071420 - Offal,172149.13,1212017,AMERICA
Imports,DBN,Durban,UY,Uruguay,ZA,South Africa,02071290,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071290 - Other,25578,287154,AMERICA
Imports,DFM,Cape Town Int Airport,FR,France,ZA,South Africa,02074500,KG,04,Air,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02074500 - Other, Frozen",227.73,97525,EUROPE
Imports,GRB,Groblers Bridge,BW,Botswana,ZA,South Africa,02032910,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02032910 - Rib,400,2000,AFRICA
Imports,JHB,Johannesburg,PT,Portugal,ZA,South Africa,02101200,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02101200 - Bellies (Streaky) And Cuts Thereof,43.2,3482,EUROPE
Imports,JHB,Johannesburg,PT,Portugal,ZA,South Africa,02101900,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02101900 - Other,428.37,56748,EUROPE
Imports,JSA,O.R. Tambo Int Airport,FR,France,ZA,South Africa,02089090,KG,04,Air,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02089090 - Other,27.23,2119,EUROPE
Imports,JSA,O.R. Tambo Int Airport,TR,Turkey,ZA,South Africa,02089090,KG,04,Air,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02089090 - Other,64.37,5094,ASIA
Imports,MSB,Maseru Bridge,LS,Lesotho,ZA,South Africa,02023000,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02023000 - Boneless,23,3702,AFRICA
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02012000,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02012000 - Other Cuts With Bone In,20,600,AFRICA
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02041000,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02041000 - Carcasses And Half-Carcasses Of Lamb, Fresh Or Chilled",194838,6646855,AFRICA
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02102012,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02102012 - Other,10588,1500597,AFRICA
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02021000,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02021000 - Carcasses And Half-Carcasses,29369,939035,AFRICA
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02022000,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02022000 - Other Cuts With Bone In,69218,1537091,AFRICA
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02042100,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02042100 - Carcasses And Half-Carcasses,289719.4,11856636,AFRICA
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02101900,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02101900 - Other,8,350,AFRICA
Imports,PEZ,Port Elizabeth,AR,Argentina,ZA,South Africa,02071210,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071210 - Mechanically deboned meat,25950,82629,AMERICA
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02043000,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02043000 - Carcasses And Half-Carcasses Of Lamb, Frozen",55297,2029139,AFRICA
Imports,PEZ,Port Elizabeth,DE,Germany,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,219300,3126794,EUROPE
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02069000,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,"02069000 - Other, Frozen",42067,454500,AFRICA
Imports,PEZ,Port Elizabeth,NL,Netherlands,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,384000,6170455,EUROPE
Imports,PEZ,Port Elizabeth,NL,Netherlands,ZA,South Africa,02071410,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071410 - Boneless cuts,28000,411480,EUROPE
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02023000,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02023000 - Boneless,386851.7,9127032,AFRICA
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02102090,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02102090 - Other,1018.3,68907,AFRICA
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02109912,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02109912 - Other,423.6,14817,AFRICA
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02061090,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02061090 - Other,22069,161932,AFRICA
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02089090,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02089090 - Other,22681.72,120838,AFRICA
Imports,NAR,Narogas,NA,Namibia,ZA,South Africa,02011000,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02011000 - Carcasses And Half-Carcasses,169224,4340206,AFRICA
Imports,PEZ,Port Elizabeth,BR,Brazil,ZA,South Africa,02071210,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071210 - Mechanically deboned meat,299700,1730024,AMERICA
Imports,PEZ,Port Elizabeth,GB,United Kingdom,ZA,South Africa,02071490,KG,01,Maritime,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02071490 - Other,25000,401146,EUROPE
Imports,VLD,Vioolsdrif,NA,Namibia,ZA,South Africa,02061090,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02061090 - Other,11090,432508,AFRICA
Imports,VLD,Vioolsdrif,NA,Namibia,ZA,South Africa,02089090,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02089090 - Other,1344,21746,AFRICA
Imports,SKH,Skilpadshek,BW,Botswana,ZA,South Africa,02023000,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02023000 - Boneless,695613.45,21798269,AFRICA
Imports,SKH,Skilpadshek,BW,Botswana,ZA,South Africa,02061090,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02061090 - Other,20373.75,494186,AFRICA
Imports,SKH,Skilpadshek,BW,Botswana,ZA,South Africa,02022000,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02022000 - Other Cuts With Bone In,99222,2693693,AFRICA
Imports,VLD,Vioolsdrif,NA,Namibia,ZA,South Africa,02012000,KG,03,Road,201309,2013,1,1 - Live animals,02,02 - Meat and edible meat offal,02012000 - Other Cuts With Bone In,300,2643,AFRICA
