Region,Country Code,Country,Date,Year,Month,Meat Type,Description,Quantity,Value
OCEANIA,AU,Australia,2010-01-01,2010,1,Beef Offals - Frozen,Livers,54.026,237749
OCEANIA,AU,Australia,2010-01-01,2010,1,Pork Offals - Frozen,"Other, Frozen",60.696,497049
OCEANIA,AU,Australia,2010-01-01,2010,1,Chicken,Other,45.072,367064
OCEANIA,AU,Australia,2010-01-01,2010,1,Chicken,"Cuts And Offal, Frozen",23.34,203859
AFRICA,LS,Lesotho,2010-01-01,2010,1,Chicken,"Cuts And Offal, Fresh Or Chilled",0.124,21350
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,Other,26.914,290326
AMERICA,CA,Canada,2010-01-01,2010,1,Pork,"Hams, Shoulders And Cuts Thereof, With Bone In",24.81,309860
AMERICA,CA,Canada,2010-01-01,2010,1,Chicken,Other,426.02,2802234
EUROPE,DK,Denmark,2010-01-01,2010,1,Pork,Rib,49.017,903338
EUROPE,FR,France,2010-01-01,2010,1,Pork,Rib,71.69,1028520
AFRICA,LS,Lesotho,2010-01-01,2010,1,Chicken,Other,0.695,695
OCEANIA,AU,Australia,2010-01-01,2010,1,Other,Other,127.529,2047487
AMERICA,AR,Argentina,2010-01-01,2010,1,Chicken,Boneless cuts,25.005,80739
OCEANIA,AU,Australia,2010-01-01,2010,1,Sheep/Goat,Other Cuts With Bone In,2.583,34577
OCEANIA,AU,Australia,2010-01-01,2010,1,Beef Offals - Frozen,Other,54.161,343125
AMERICA,BR,Brazil,2010-01-01,2010,1,Pork Offals - Frozen,"Other, Frozen",6.992,36898
AMERICA,CA,Canada,2010-01-01,2010,1,Pork,Other,210.825,2490622
AMERICA,CA,Canada,2010-01-01,2010,1,Fat,"Pig Fat, Free Of Lean Meat, And Poultry Fat, Not Rendered Or Otherwise Extracted, Fresh, Chilled, Frozen, Salted, In Brine, Dried Or Smoked",53.922,347492
EUROPE,DE,Germany,2010-01-01,2010,1,Pork Offals - Frozen,"Other, Frozen",24.723,202493
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,Other,1324.98,10996002
EUROPE,BE,Belgium,2010-01-01,2010,1,Pork,Rib,51.64,426736
AMERICA,AR,Argentina,2010-01-01,2010,1,Chicken,"Not Cut In Pieces, Frozen",103.81,372681
AMERICA,BR,Brazil,2010-01-01,2010,1,Horse,"Meat Of Horses, Asses, Mules Or Hinnies, Fresh, Chilled Or Frozen",25.7,332722
OCEANIA,NZ,New Zealand,2010-01-01,2010,1,Pork Offals - Frozen,"Other, Frozen",89.725,717776
AMERICA,AR,Argentina,2010-01-01,2010,1,Chicken,"Not Cut In Pieces, Frozen",51.878,441798
AMERICA,AR,Argentina,2010-01-01,2010,1,Chicken,Other,25.005,70079
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,Mechanically deboned meat,661.174,1959694
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,"Cuts And Offal, Frozen",53.9,902368
AMERICA,CA,Canada,2010-01-01,2010,1,Pork,Other,381.933,4462700
AMERICA,CA,Canada,2010-01-01,2010,1,Fat,"Pig Fat, Free Of Lean Meat, And Poultry Fat, Not Rendered Or Otherwise Extracted, Fresh, Chilled, Frozen, Salted, In Brine, Dried Or Smoked",75.187,413574
AMERICA,AR,Argentina,2010-01-01,2010,1,Chicken,Mechanically deboned meat,102.9,327098
AMERICA,AR,Argentina,2010-01-01,2010,1,Chicken,Other,23.25,156442
OCEANIA,AU,Australia,2010-01-01,2010,1,Beef Offals - Frozen,Tongues,56.714,730547
OCEANIA,NZ,New Zealand,2010-01-01,2010,1,Sheep/Goat,Other Cuts With Bone In,56.855,856224
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,Boneless cuts,393.669,5337500
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,Offal,84.484,313329
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,Mechanically deboned meat,5481.607,16111576
EUROPE,ES,Spain,2010-01-01,2010,1,Pork,Rib,21.6,434028
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,Boneless cuts,1273.245,19160445
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,Other,2132.571,18967920
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,"Cuts And Offal, Frozen",542.94,4722406
OCEANIA,NZ,New Zealand,2010-01-01,2010,1,Beef Offals - Frozen,Livers,38.062,299420
OCEANIA,NZ,New Zealand,2010-01-01,2010,1,Beef Offals - Frozen,Other,44.73,290700
AMERICA,CA,Canada,2010-01-01,2010,1,Pork,"Hams, Shoulders And Cuts Thereof, With Bone In",128.734,1553421
AMERICA,CA,Canada,2010-01-01,2010,1,Beef Offals - Frozen,Other,25.015,228563
AMERICA,CA,Canada,2010-01-01,2010,1,Chicken,Other,378.894,3067156
AMERICA,US,United States,2010-01-01,2010,1,Chicken,"Cuts And Offal, Frozen",24.494,170935
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,"Not Cut In Pieces, Frozen",50.154,442333
OCEANIA,NZ,New Zealand,2010-01-01,2010,1,Beef - Frozen,Boneless,7.647,72779
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,Other,28.0,312216
EUROPE,DE,Germany,2010-01-01,2010,1,Fat,"Pig Fat, Free Of Lean Meat, And Poultry Fat, Not Rendered Or Otherwise Extracted, Fresh, Chilled, Frozen, Salted, In Brine, Dried Or Smoked",24.988,128861
AMERICA,CA,Canada,2010-01-01,2010,1,Chicken,"Cuts And Offal, Frozen",172.974,1407544
AMERICA,AR,Argentina,2010-01-01,2010,1,Chicken,Mechanically deboned meat,639.45,1911066
EUROPE,IE,Ireland,2010-01-01,2010,1,Pork,Rib,123.415,1610476
EUROPE,DE,Germany,2010-01-01,2010,1,Pork,Rib,165.923,1366420
EUROPE,ES,Spain,2010-01-01,2010,1,Pork Offals - Frozen,Other,27.332,219731
AMERICA,AR,Argentina,2010-01-01,2010,1,Chicken,Other,300.49,2366702
OCEANIA,AU,Australia,2010-01-01,2010,1,Sheep/Goat,Boneless,17.026,506482
OCEANIA,AU,Australia,2010-01-01,2010,1,Beef Offals - Frozen,Tongues,56.954,705342
OCEANIA,AU,Australia,2010-01-01,2010,1,Beef Offals - Frozen,Livers,360.224,2653085
EUROPE,IE,Ireland,2010-01-01,2010,1,Pork Offals - Frozen,Other,48.4,186118
AMERICA,AR,Argentina,2010-01-01,2010,1,Chicken,Offal,526.995,1651092
EUROPE,BE,Belgium,2010-01-01,2010,1,Pork,Rib,25.03,223887
OCEANIA,AU,Australia,2010-01-01,2010,1,Beef - Frozen,Other Cuts With Bone In,190.537,2656525
OCEANIA,AU,Australia,2010-01-01,2010,1,Sheep/Goat,Other Cuts With Bone In,233.263,2064660
OCEANIA,AU,Australia,2010-01-01,2010,1,Pork Offals - Frozen,"Other, Frozen",183.35,1379413
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,Offal,591.782,3226450
EUROPE,IT,Italy,2010-01-01,2010,1,Smoked/In Brine/Salted Pork,Other,7.279,621261
EUROPE,FR,France,2010-01-01,2010,1,Pork,Rib,148.5,2613638
ASIA,IL,Israel,2010-01-01,2010,1,Chicken,Boneless cuts,23.0,970344
EUROPE,DE,Germany,2010-01-01,2010,1,Pork,Rib,672.43,14665090
AMERICA,AR,Argentina,2010-01-01,2010,1,Beef - Frozen,Boneless,130.357,1647450
OCEANIA,AU,Australia,2010-01-01,2010,1,Beef - Frozen,Boneless,80.838,1075668
OCEANIA,AU,Australia,2010-01-01,2010,1,Chicken,"Cuts And Offal, Frozen",281.656,2152215
OCEANIA,AU,Australia,2010-01-01,2010,1,Chicken,Other,130.617,987842
OCEANIA,AU,Australia,2010-01-01,2010,1,Other,Other,35.4,601728
EUROPE,BE,Belgium,2010-01-01,2010,1,Pork Offals - Frozen,Other,24.994,92612
EUROPE,DE,Germany,2010-01-01,2010,1,Pork Offals - Frozen,Other,21.875,66118
EUROPE,ES,Spain,2010-01-01,2010,1,Pork Offals - Frozen,Other,75.016,268658
AMERICA,AR,Argentina,2010-01-01,2010,1,Chicken,Other,517.034,2227777
OCEANIA,AU,Australia,2010-01-01,2010,1,Beef Offals - Frozen,Other,290.751,2005874
OCEANIA,AU,Australia,2010-01-01,2010,1,Chicken,Offal,23.37,95605
AMERICA,CA,Canada,2010-01-01,2010,1,Pork Offals - Frozen,Other,222.48,920553
EUROPE,GB,United Kingdom,2010-01-01,2010,1,Pork,Rib,25.0,617289
EUROPE,IE,Ireland,2010-01-01,2010,1,Beef Offals - Frozen,Livers,74.345,545152
ASIA,IL,Israel,2010-01-01,2010,1,Chicken,"Cuts And Offal, Frozen",28.0,173103
EUROPE,ES,Spain,2010-01-01,2010,1,Pork,Rib,49.78,941637
EUROPE,GB,United Kingdom,2010-01-01,2010,1,Chicken,Mechanically deboned meat,69.385,366465
OCEANIA,NZ,New Zealand,2010-01-01,2010,1,Beef Offals - Frozen,Livers,121.493,824143
OCEANIA,NZ,New Zealand,2010-01-01,2010,1,Pork Offals - Frozen,"Other, Frozen",92.105,628551
EUROPE,IE,Ireland,2010-01-01,2010,1,Pork,Rib,24.683,473914
EUROPE,IE,Ireland,2010-01-01,2010,1,Pork Offals - Frozen,Other,50.01,197766
AMERICA,PY,Paraguay,2010-01-01,2010,1,Beef - Frozen,Boneless,81.005,1207131
ASIA,IR,Iran,2010-01-01,2010,1,Pork Offals - Frozen,Other,25.0,117932
OCEANIA,NZ,New Zealand,2010-01-01,2010,1,Beef Offals - Frozen,Other,155.436,938975
AMERICA,US,United States,2010-01-01,2010,1,Chicken,Offal,48.081,181363
AMERICA,US,United States,2010-01-01,2010,1,Chicken,"Cuts And Offal, Frozen",50.353,301465
AMERICA,UY,Uruguay,2010-01-01,2010,1,Beef - Frozen,Boneless,341.402,4736819
EUROPE,IT,Italy,2010-01-01,2010,1,Smoked/In Brine/Salted Pork,Other,1.021,66772
OCEANIA,NZ,New Zealand,2010-01-01,2010,1,Sheep/Goat,Other Cuts With Bone In,303.279,3672489
EUROPE,FR,France,2010-01-01,2010,1,Chicken,"Other, Frozen",0.189,50428
EUROPE,FR,France,2010-01-01,2010,1,Other,Other,0.036,2298
AFRICA,BW,Botswana,2010-01-01,2010,1,Smoked/In Brine/Salted Beef,Dried,17.552,88429
AFRICA,LS,Lesotho,2010-01-01,2010,1,Other,Other,0.001,1021
AFRICA,LS,Lesotho,2010-01-01,2010,1,Fat,"Pig Fat, Free Of Lean Meat, And Poultry Fat, Not Rendered Or Otherwise Extracted, Fresh, Chilled, Frozen, Salted, In Brine, Dried Or Smoked",0.034,596
AFRICA,BW,Botswana,2010-01-01,2010,1,Smoked/In Brine/Salted Meat,Of Primates,16.345,81002
AFRICA,BW,Botswana,2010-01-01,2010,1,Smoked/In Brine/Salted Meat,Other,25.671,125287
AFRICA,BW,Botswana,2010-01-01,2010,1,Smoked/In Brine/Salted Beef,Meat Of Bovine Animals,0.097,485
EUROPE,IT,Italy,2010-01-01,2010,1,Smoked/In Brine/Salted Pork,Other,5.599,408076
ASIA,JP,Japan,2010-01-01,2010,1,Beef Offals - Frozen,Livers,0.002,73
AFRICA,BW,Botswana,2010-01-01,2010,1,Smoked/In Brine/Salted Meat,Of Primates,0.169,14370
AFRICA,NAM,Namibia,2010-01-01,2010,1,Sheep/Goat,"Carcasses Of Lamb, Fresh Or Chilled",122.479,4552497
AFRICA,NAM,Namibia,2010-01-01,2010,1,Beef Offals - Fresh,Livers,24.332,168698
AFRICA,NAM,Namibia,2010-01-01,2010,1,Smoked/In Brine/Salted Beef,Other,0.01,1440
AFRICA,LS,Lesotho,2010-01-01,2010,1,Other,Other,0.007,1215
AFRICA,NAM,Namibia,2010-01-01,2010,1,Beef - Fresh,Carcasses,24.898,1939693
AFRICA,NAM,Namibia,2010-01-01,2010,1,Smoked/In Brine/Salted Beef,Meat Of Bovine Animals,1.441,168065
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,Mechanically deboned meat,176.4,446481
AMERICA,BR,Brazil,2010-01-01,2010,1,Chicken,Other,81.0,643317
AMERICA,CA,Canada,2010-01-01,2010,1,Pork,Other,26.485,198882
AMERICA,CA,Canada,2010-01-01,2010,1,Pork Offals - Frozen,Other,24.75,86936
AFRICA,BW,Botswana,2010-01-01,2010,1,Beef - Frozen,Boneless,442.821,7452178
AFRICA,NAM,Namibia,2010-01-01,2010,1,Beef - Fresh,Boneless,2.45,217200
AFRICA,NAM,Namibia,2010-01-01,2010,1,Smoked/In Brine/Salted Meat,Of ostriches,0.76,114000
AFRICA,NAM,Namibia,2010-01-01,2010,1,Beef - Frozen,Other Cuts With Bone In,0.05,1750
AFRICA,NAM,Namibia,2010-01-01,2010,1,Smoked/In Brine/Salted Beef,Other,8.987,823272
AFRICA,NAM,Namibia,2010-01-01,2010,1,Beef - Fresh,Carcasses,26.576,790248
AFRICA,NAM,Namibia,2010-01-01,2010,1,Sheep/Goat,Carcasses,130.017,7454667
AFRICA,NAM,Namibia,2010-01-01,2010,1,Smoked/In Brine/Salted Beef,Other,4.131,440627
AFRICA,NAM,Namibia,2010-01-01,2010,1,Beef - Frozen,Boneless,99.64,3585524
AFRICA,NAM,Namibia,2010-01-01,2010,1,Beef Offals - Fresh,Other,63.65,775965
AFRICA,NAM,Namibia,2010-01-01,2010,1,Beef Offals - Frozen,Livers,23.001,485584
AFRICA,NAM,Namibia,2010-01-01,2010,1,Pork Offals - Frozen,"Other, Frozen",47.565,623365
AFRICA,NAM,Namibia,2010-01-01,2010,1,Pork Offals - Fresh,"Of Swine, Fresh Or Chilled",22.28,118096
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef - Frozen,Other Cuts With Bone In,25.0,559469
AFRICA,NAM,Namibia,2010-02-01,2010,2,Sheep/Goat,Carcasses,101.371,2981625
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef - Frozen,Carcasses,34.167,1068826
EUROPE,ES,Spain,2010-01-01,2010,1,Pork Offals - Frozen,Other,25.003,71756
AMERICA,BR,Brazil,2010-02-01,2010,2,Chicken,Other,79.02,690671
AFRICA,SZ,Eswatini,2010-02-01,2010,2,Chicken,"Not Cut In Pieces, Frozen",0.851,57939
AFRICA,NAM,Namibia,2010-02-01,2010,2,Smoked/In Brine/Salted Beef,Other,13.483,1365601
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef Offals - Frozen,Livers,0.825,406551
AFRICA,NAM,Namibia,2010-02-01,2010,2,Pork Offals - Frozen,"Other, Frozen",21.536,110171
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef - Frozen,Boneless,69.049,2175840
AFRICA,SZ,Eswatini,2010-02-01,2010,2,Fat,"Pig Fat, Free Of Lean Meat, And Poultry Fat, Not Rendered Or Otherwise Extracted, Fresh, Chilled, Frozen, Salted, In Brine, Dried Or Smoked",0.005,13554
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef - Fresh,Carcasses,84.524,2932391
AFRICA,NAM,Namibia,2010-02-01,2010,2,Smoked/In Brine/Salted Beef,Other,0.572,50650
AFRICA,LS,Lesotho,2010-02-01,2010,2,Other,Other,0.009,1861
EUROPE,ES,Spain,2010-02-01,2010,2,Pork Offals - Frozen,Other,99.738,741820
EUROPE,FR,France,2010-02-01,2010,2,Pork,Rib,16.0,338460
AMERICA,AR,Argentina,2010-02-01,2010,2,Chicken,Other,27.0,87847
AMERICA,BR,Brazil,2010-02-01,2010,2,Chicken,Mechanically deboned meat,530.012,1618035
AFRICA,NAM,Namibia,2010-02-01,2010,2,Pork Offals - Frozen,"Other, Frozen",106.724,1504702
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef Offals - Fresh,Other,16.145,445816
AFRICA,NAM,Namibia,2010-02-01,2010,2,Sheep/Goat,Carcasses,248.661,10431250
AFRICA,NAM,Namibia,2010-02-01,2010,2,Sheep/Goat,"Carcasses Of Lamb, Fresh Or Chilled",698.315,9513648
AFRICA,NAM,Namibia,2010-01-01,2010,1,Beef Offals - Fresh,Livers,0.487,166548
AFRICA,NAM,Namibia,2010-01-01,2010,1,Beef - Frozen,Boneless,98.56,2325770
AFRICA,NAM,Namibia,2010-01-01,2010,1,Sheep/Goat,Carcasses,8.475,272092
AFRICA,NAM,Namibia,2010-01-01,2010,1,Smoked/In Brine/Salted Beef,Meat Of Bovine Animals,0.02,800
AFRICA,NAM,Namibia,2010-01-01,2010,1,Beef Offals - Fresh,Other,3.281,531680
AFRICA,NAM,Namibia,2010-01-01,2010,1,Pork Offals - Frozen,"Other, Frozen",11.391,97390
AFRICA,LS,Lesotho,2010-02-01,2010,2,Chicken,"Other, Frozen",0.003,990
AFRICA,NAM,Namibia,2010-02-01,2010,2,Smoked/In Brine/Salted Beef,Other,0.087,400757
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef - Fresh,Boneless,311.978,21239454
AFRICA,NAM,Namibia,2010-02-01,2010,2,Pork,Other,14.976,546324
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef - Fresh,Other Cuts With Bone In,25.51,1108655
AMERICA,CA,Canada,2010-02-01,2010,2,Pork,Other,25.015,166079
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef - Frozen,Boneless,36.911,691600
AFRICA,NAM,Namibia,2010-02-01,2010,2,Other,Other,12.181,422705
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef - Frozen,Boneless,229.886,91911846
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef - Fresh,Carcasses,31.104,807072
AFRICA,NAM,Namibia,2010-02-01,2010,2,Smoked/In Brine/Salted Meat,Other,34.0,400758
AFRICA,BW,Botswana,2010-02-01,2010,2,Beef - Frozen,Boneless,149.23,10099295
AFRICA,NAM,Namibia,2010-02-01,2010,2,Smoked/In Brine/Salted Beef,Dried,0.299,19407
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef Offals - Fresh,Other,0.217,3562012
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef Offals - Frozen,Livers,0.183,4006998
AFRICA,NAM,Namibia,2010-02-01,2010,2,Smoked/In Brine/Salted Beef,Other,8.409,723254
AFRICA,NAM,Namibia,2010-02-01,2010,2,Beef Offals - Fresh,Livers,0.048,536958
EUROPE,IT,Italy,2010-02-01,2010,2,Smoked/In Brine/Salted Pork,Other,1.241,65974
OCEANIA,AU,Australia,2010-02-01,2010,2,Beef - Frozen,Boneless,0.512,53964
EUROPE,PT,Portugal,2010-02-01,2010,2,Smoked/In Brine/Salted Pork,"Hams, Shoulders And Cuts Thereof, With Bone In",3.278,139576
AFRICA,BW,Botswana,2010-02-01,2010,2,Smoked/In Brine/Salted Meat,Other,7.881,26372
AFRICA,BW,Botswana,2010-02-01,2010,2,Smoked/In Brine/Salted Beef,Dried,2.34,11719
AFRICA,LS,Lesotho,2010-02-01,2010,2,Chicken,"Other, Frozen",0.013,2278
AFRICA,LS,Lesotho,2010-02-01,2010,2,Chicken,Other,0.061,610
AFRICA,BW,Botswana,2010-02-01,2010,2,Smoked/In Brine/Salted Meat,"Other, Dried",0.57,2850
AFRICA,KE,Kenya,2010-02-01,2010,2,Smoked/In Brine/Salted Meat,Other,0.02,211
ASIA,TH,Thailand,2010-02-01,2010,2,Chicken,"Other, Frozen",0.004,1523
EUROPE,IT,Italy,2010-02-01,2010,2,Pork Offals - Fresh,"Of Swine, Fresh Or Chilled",0.188,20481
AFRICA,BW,Botswana,2010-02-01,2010,2,Smoked/In Brine/Salted Meat,Of Primates,2.965,14825
EUROPE,FR,France,2010-02-01,2010,2,Chicken,"Other, Frozen",0.173,53720
AMERICA,UY,Uruguay,2010-02-01,2010,2,Beef - Frozen,Boneless,184.035,2600820
AMERICA,US,United States,2010-02-01,2010,2,Pork,Other,24.947,194336
AMERICA,UY,Uruguay,2010-02-01,2010,2,Beef Offals - Frozen,Other,20.4,372079
AMERICA,US,United States,2010-02-01,2010,2,Chicken,Offal,98.157,394231
OCEANIA,NZ,New Zealand,2010-02-01,2010,2,Beef Offals - Frozen,Livers,109.986,773010
OCEANIA,NZ,New Zealand,2010-02-01,2010,2,Sheep/Goat,Boneless,5.984,172300
AMERICA,PY,Paraguay,2010-02-01,2010,2,Beef - Frozen,Boneless,77.988,1099615
OCEANIA,NZ,New Zealand,2010-02-01,2010,2,Pork Offals - Frozen,"Other, Frozen",162.721,1313367
OCEANIA,NZ,New Zealand,2010-02-01,2010,2,Beef - Frozen,Boneless,76.16,954822
OCEANIA,NZ,New Zealand,2010-02-01,2010,2,Beef Offals - Frozen,Other,92.861,515762
OCEANIA,NZ,New Zealand,2010-02-01,2010,2,Sheep/Goat,Other Cuts With Bone In,307.767,4142536
EUROPE,GB,United Kingdom,2010-02-01,2010,2,Chicken,Mechanically deboned meat,102.041,637563
EUROPE,DE,Germany,2010-02-01,2010,2,Pork,Rib,528.24,10831494
EUROPE,DE,Germany,2010-02-01,2010,2,Pork Offals - Frozen,Other,145.752,483628
EUROPE,FR,France,2010-02-01,2010,2,Pork,Rib,266.0,5155473
ASIA,IL,Israel,2010-02-01,2010,2,Chicken,"Cuts And Offal, Frozen",26.896,126724
EUROPE,ES,Spain,2010-02-01,2010,2,Pork,Rib,98.16,2156252
EUROPE,ES,Spain,2010-02-01,2010,2,Pork Offals - Frozen,Other,46.531,147986
EUROPE,DK,Denmark,2010-02-01,2010,2,Pork,Rib,24.999,455057
OCEANIA,AU,Australia,2010-02-01,2010,2,Chicken,Other,116.272,877493
OCEANIA,AU,Australia,2010-02-01,2010,2,Beef - Frozen,Boneless,130.941,1637448
AMERICA,AR,Argentina,2010-02-01,2010,2,Chicken,Other,871.596,4686396
AMERICA,UY,Uruguay,2010-02-01,2010,2,Beef Offals - Frozen,Other,24.754,442678
AMERICA,US,United States,2010-02-01,2010,2,Chicken,"Cuts And Offal, Frozen",48.988,492526
AMERICA,CA,Canada,2010-02-01,2010,2,Fat,"Pig Fat, Free Of Lean Meat, And Poultry Fat, Not Rendered Or Otherwise Extracted, Fresh, Chilled, Frozen, Salted, In Brine, Dried Or Smoked",53.366,320747
OCEANIA,NZ,New Zealand,2010-02-01,2010,2,Pork Offals - Fresh,"Other, Fresh Or Chilled",4.617,356558
OCEANIA,AU,Australia,2010-02-01,2010,2,Other,Other,18.85,306199
AMERICA,AR,Argentina,2010-02-01,2010,2,Chicken,Offal,77.01,236746
AFRICA,LS,Lesotho,2010-02-01,2010,2,Beef - Fresh,Boneless,0.054,34934
EUROPE,DE,Germany,2010-02-01,2010,2,Pork,Rib,334.467,5525153
EUROPE,DE,Germany,2010-02-01,2010,2,Fat,"Pig Fat, Free Of Lean Meat, And Poultry Fat, Not Rendered Or Otherwise Extracted, Fresh, Chilled, Frozen, Salted, In Brine, Dried Or Smoked",24.987,128858
AMERICA,CA,Canada,2010-02-01,2010,2,Pork,Other,102.101,1206543
AMERICA,PY,Paraguay,2010-02-01,2010,2,Beef - Frozen,Boneless,83.816,823713
OCEANIA,NZ,New Zealand,2010-02-01,2010,2,Beef Offals - Frozen,Livers,1.882,13445
OCEANIA,AU,Australia,2010-02-01,2010,2,Chicken,"Cuts And Offal, Frozen",183.523,1409686
EUROPE,IE,Ireland,2010-02-01,2010,2,Beef Offals - Frozen,Livers,49.627,357853
AMERICA,BR,Brazil,2010-02-01,2010,2,Chicken,Other,1555.548,12956211
EUROPE,DE,Germany,2010-02-01,2010,2,Pork Offals - Frozen,Other,73.894,534369
OCEANIA,AU,Australia,2010-02-01,2010,2,Beef Offals - Frozen,Other,34.892,298662
AMERICA,AR,Argentina,2010-02-01,2010,2,Beef Offals - Frozen,Other,26.999,440071
AMERICA,AR,Argentina,2010-02-01,2010,2,Chicken,Boneless cuts,24.996,445344
AMERICA,AR,Argentina,2010-02-01,2010,2,Chicken,Other,72.5,597911
ASIA,IR,Iran,2010-02-01,2010,2,Pork,Rib,49.077,958980
AMERICA,CA,Canada,2010-02-01,2010,2,Pork Offals - Frozen,Other,123.75,428617
AMERICA,CA,Canada,2010-02-01,2010,2,Pork,Rib,25.001,204782
EUROPE,FR,France,2010-02-01,2010,2,Pork,Rib,96.0,1953101
OCEANIA,NZ,New Zealand,2010-02-01,2010,2,Pork Offals - Frozen,Other,0.568,3368
EUROPE,ES,Spain,2010-02-01,2010,2,Pork,Other,24.483,439873
EUROPE,IE,Ireland,2010-02-01,2010,2,Pork,Rib,24.057,453533
EUROPE,ES,Spain,2010-02-01,2010,2,Pork Offals - Frozen,Other,25.002,94906
EUROPE,ES,Spain,2010-02-01,2010,2,Pork,Rib,24.887,306249
OCEANIA,NZ,New Zealand,2010-02-01,2010,2,Pork Offals - Frozen,"Other, Frozen",80.862,641634
EUROPE,DK,Denmark,2010-02-01,2010,2,Pork,Rib,23.999,487530
OCEANIA,AU,Australia,2010-02-01,2010,2,Pork Offals - Frozen,"Other, Frozen",121.223,932887
EUROPE,IT,Italy,2010-02-01,2010,2,Smoked/In Brine/Salted Pork,Other,13.246,1102632
EUROPE,BE,Belgium,2010-02-01,2010,2,Pork,Rib,26.64,228042
AMERICA,BR,Brazil,2010-02-01,2010,2,Chicken,Offal,132.688,407559
AMERICA,CA,Canada,2010-02-01,2010,2,Pork,Other,299.828,3380366
AMERICA,BR,Brazil,2010-02-01,2010,2,Chicken,"Cuts And Offal, Frozen",124.86,1098607
AMERICA,BR,Brazil,2010-02-01,2010,2,Chicken,Mechanically deboned meat,1535.458,4906899
AMERICA,BR,Brazil,2010-02-01,2010,2,Chicken,Boneless cuts,416.831,6501932
AFRICA,LS,Lesotho,2010-02-01,2010,2,Chicken,"Cuts And Offal, Fresh Or Chilled",1.037,23720
AMERICA,AR,Argentina,2010-02-01,2010,2,Chicken,Mechanically deboned meat,77.4,249679
EUROPE,IE,Ireland,2010-02-01,2010,2,Pork,Rib,149.141,2466563
EUROPE,BE,Belgium,2010-02-01,2010,2,Chicken,"Cuts And Offal, Frozen",26.0,121272
OCEANIA,AU,Australia,2010-02-01,2010,2,Other,Other,54.854,862206
OCEANIA,AU,Australia,2010-02-01,2010,2,Sheep/Goat,Other Cuts With Bone In,170.685,2150134
AMERICA,CA,Canada,2010-02-01,2010,2,Pork Offals - Frozen,Other,51.255,378620
OCEANIA,AU,Australia,2010-02-01,2010,2,Sheep/Goat,Other Cuts With Bone In,7.1,63102
OCEANIA,AU,Australia,2010-02-01,2010,2,Pork Offals - Frozen,"Other, Frozen",23.018,497312
AMERICA,CA,Canada,2010-02-01,2010,2,Chicken,Other,224.852,1698394
OCEANIA,AU,Australia,2010-02-01,2010,2,Chicken,Offal,23.4,92339
EUROPE,DE,Germany,2010-02-01,2010,2,Fat,"Pig Fat, Free Of Lean Meat, And Poultry Fat, Not Rendered Or Otherwise Extracted, Fresh, Chilled, Frozen, Salted, In Brine, Dried Or Smoked",24.999,103449
AMERICA,CA,Canada,2010-02-01,2010,2,Pork,"Hams, Shoulders And Cuts Thereof, With Bone In",49.981,713854
AMERICA,BR,Brazil,2010-02-01,2010,2,Chicken,"Cuts And Offal, Frozen",720.295,6432588
AMERICA,BR,Brazil,2010-02-01,2010,2,Chicken,Mechanically deboned meat,6320.84,19177780
AMERICA,CA,Canada,2010-02-01,2010,2,Chicken,Other,363.354,2205336
AMERICA,CA,Canada,2010-02-01,2010,2,Fat,"Pig Fat, Free Of Lean Meat, And Poultry Fat, Not Rendered Or Otherwise Extracted, Fresh, Chilled, Frozen, Salted, In Brine, Dried Or Smoked",26.5,140128
AMERICA,AR,Argentina,2010-02-01,2010,2,Chicken,Other,492.75,4073538
AMERICA,BR,Brazil,2010-02-01,2010,2,Chicken,Boneless cuts,1501.4,24306641
AMERICA,BR,Brazil,2010-02-01,2010,2,Horse,"Meat Of Horses, Asses, Mules Or Hinnies, Fresh, Chilled Or Frozen",16.0,215988
